treated1fb	treated2fb	treated3fb	untreated1fb	untreated2fb	untreated3fb	untreated4fb
FBgn0003267	5	9	1	2	3	2	3
FBgn0003268	3441	3215	2215	3200	3533	1829	1906
FBgn0003270	0	0	0	0	1	0	0
FBgn0003274	34125	32178	20446	24913	30219	15472	21490
FBgn0003275	828	887	772	774	966	438	715
FBgn0003276	3030	2945	2005	2870	2952	1482	1850
FBgn0003277	12086	14390	9337	10905	16352	8019	8220
FBgn0003278	928	739	507	800	1097	440	493
FBgn0003279	53850	78902	68046	73505	97621	59753	70076
FBgn0003285	18	30	19	11	12	14	15
FBgn0003292	2	6	0	4	4	3	1
FBgn0003295	0	0	0	1	1	4	0
FBgn0003300	0	0	0	1	4	0	3
FBgn0003301	1021	1578	1300	1073	1338	1149	994
FBgn0003302	74	99	62	71	153	72	60
FBgn0003308	195	273	193	341	345	197	221
FBgn0003310	1498	1538	1357	1250	1600	1096	992
FBgn0003312	1	2	2	1	4	2	0
FBgn0003313	0	0	0	0	0	0	0
FBgn0003317	2372	2256	1869	1501	1934	994	1148
FBgn0003319	22	16	5	12	12	10	7
FBgn0003321	1713	1422	1398	1716	2679	1334	1236
FBgn0003326	7	4	3	2	3	3	4
FBgn0003328	871	810	742	1089	1307	728	773
FBgn0003330	654	915	631	605	861	395	536
FBgn0003334	1739	1797	1307	1601	2371	1253	1249
FBgn0003339	0	0	0	0	0	0	0
FBgn0003345	3869	2831	2544	2941	5543	2149	2201
FBgn0003346	1843	1621	1615	1747	2239	1040	1225
FBgn0003353	205	165	160	161	205	107	82
FBgn0003356	0	0	0	0	0	0	0
FBgn0003357	0	0	1	0	0	0	0
FBgn0003358	0	5	0	0	1	0	1
FBgn0003366	5	10	8	19	43	18	24
FBgn0003371	3769	3150	2874	2917	4943	2848	2515
FBgn0003372	6	2	0	2	2	5	3
FBgn0003373	1	0	0	0	1	2	0
FBgn0003374	0	0	0	0	1	0	0
FBgn0003375	0	0	0	0	0	0	0
FBgn0003377	1	1	0	1	0	1	0
FBgn0003378	0	1	1	1	1	0	0
FBgn0003380	4	0	1	1	3	0	1
FBgn0003382	4	2	4	0	4	1	1
FBgn0003383	3	9	6	3	5	5	1
FBgn0003386	18	14	9	13	24	12	11
FBgn0003388	13	2	9	5	13	8	5
FBgn0003390	87	104	96	55	75	40	49
FBgn0003391	966	1176	784	1205	1383	671	721
FBgn0003392	3986	3361	3319	4201	4900	3010	3037
FBgn0003396	4316	4096	2813	3408	7281	3336	2859
FBgn0003401	328	337	258	225	336	143	205
FBgn0003410	1293	1020	660	894	1375	603	595
FBgn0003411	0	1	2	1	0	0	1
FBgn0003415	2740	2790	1898	2266	3771	2088	1667
FBgn0003416	1656	1507	1007	1516	1583	873	831
FBgn0003423	785	734	717	856	914	523	533
FBgn0003429	2	0	0	0	3	2	1
FBgn0003430	0	0	0	0	1	1	0
FBgn0003435	195	181	138	134	278	165	146
FBgn0003444	905	639	435	541	893	359	399
FBgn0003447	103	74	78	11	30	9	23
FBgn0003448	0	2	1	0	0	0	0
FBgn0003449	769	593	511	529	886	359	432
FBgn0003450	3	2	0	8	4	0	3
FBgn0003459	893	749	550	688	1180	472	477
FBgn0003460	2	0	0	1	2	0	2
FBgn0003462	1796	2140	1540	1835	2190	1077	1511
FBgn0003463	1499	1662	1376	1173	2100	1163	1267
FBgn0003464	4237	5479	4522	4401	5204	3814	3724
FBgn0003475	3757	3777	3924	3152	4617	3080	2528
FBgn0003479	566	605	469	503	668	355	383
FBgn0003480	83	67	57	64	85	42	68
FBgn0003482	79	39	38	65	61	26	23
FBgn0003483	999	922	676	908	1052	555	569
FBgn0003486	2	0	0	0	2	0	0
FBgn0003495	9654	5764	6445	7818	12363	4228	4582
FBgn0003499	37	43	29	13	51	30	27
FBgn0003501	651	671	458	110	211	109	90
FBgn0003502	2193	1986	1889	1101	1690	998	1028
FBgn0003507	5025	6208	4531	6459	9279	5099	4937
FBgn0003510	97	122	94	99	140	50	59
FBgn0003511	357	445	352	330	597	239	294
FBgn0003512	978	1347	851	939	1336	684	844
FBgn0003513	1	2	3	0	0	2	2
FBgn0003514	5748	5189	5631	5631	6939	3693	3941
FBgn0003515	6	4	2	5	3	3	3
FBgn0003517	83715	124724	92213	93519	115151	68015	87006
FBgn0003520	3115	2492	1932	1894	3908	1646	1566
FBgn0003525	1387	1196	892	1465	3222	1097	1191
FBgn0003527	27	27	20	43	38	25	25
FBgn0003545	851	714	555	872	993	423	487
FBgn0003557	2956	2983	2394	3125	4486	2564	2492
FBgn0003559	0	0	0	0	0	0	0
FBgn0003567	1168	1146	916	1200	1634	736	785
FBgn0003575	967	1079	765	928	1661	842	854
FBgn0003598	1059	1234	873	1013	1347	682	765
FBgn0003600	4274	4342	3974	4284	5312	2798	3316
FBgn0003607	3744	2724	2799	3383	5905	2221	2576
FBgn0003612	2361	2297	2086	2500	3177	1740	1858
FBgn0003638	1187	1325	1084	1148	1936	1104	1051
FBgn0003651	0	0	0	0	1	0	1
FBgn0003654	583	788	768	755	1006	822	976
FBgn0003655	151	183	139	229	229	137	151
FBgn0003656	1829	2096	1761	1492	2209	1342	1302
FBgn0003660	3668	3057	3200	3860	6065	2361	2958
FBgn0003676	5786	6604	5241	5415	5516	3303	3995
FBgn0003683	0	0	0	1	0	0	0
FBgn0003687	403	429	352	351	499	224	282
FBgn0003701	924	661	460	787	1009	443	459
FBgn0003714	429	405	301	301	476	159	213
FBgn0003715	0	0	0	0	0	0	0
FBgn0003716	844	824	622	706	913	510	625
FBgn0003717	5595	5271	3297	5102	6428	2891	2874
FBgn0003719	1	4	1	1	1	2	0
FBgn0003720	2	0	1	0	1	1	1
FBgn0003721	7234	3715	3381	5719	8150	3059	3129
FBgn0003731	142	166	129	100	229	117	132
FBgn0003732	9532	8284	5480	6941	9289	3892	4146
FBgn0003733	12	4	7	15	14	7	3
FBgn0003741+FBgn0027500	1096	1218	791	987	1361	580	706
FBgn0003742	535	513	500	522	717	428	461
FBgn0003744	1007	1014	813	1054	1540	738	841
FBgn0003747	12	22	14	11	22	25	6
FBgn0003748	2188	1870	1568	993	1290	577	642
FBgn0003749	4	4	4	3	12	2	2
FBgn0003751	36	34	18	20	33	8	18
FBgn0003861	0	2	0	1	0	0	0
FBgn0003862	4701	3751	2445	4049	7722	3414	2885
FBgn0003863	0	0	1	0	0	0	0
FBgn0003865	1	0	1	1	4	1	2
FBgn0003866	3614	2635	1774	2440	5013	1683	1735
FBgn0003867	7	2	4	2	4	1	0
FBgn0003870	1815	1707	1196	1743	2896	1300	1297
FBgn0003882	1206	1153	815	1131	1597	632	750
FBgn0003884	49678	67683	46950	45959	37903	23222	27783
FBgn0003885	2674	3429	2092	2562	2861	1437	1601
FBgn0003886	513	735	617	452	349	255	265
FBgn0003887	29880	41407	32418	29509	31616	17735	19346
FBgn0003888	8254	10543	8452	6750	8018	4456	4874
FBgn0003889	13	7	6	6	11	1	3
FBgn0003890	1349	1901	1893	2882	2491	2007	1958
FBgn0003891	16304	13258	9144	15286	26505	11562	10613
FBgn0003892	937	985	690	890	1457	746	693
FBgn0003896	1	2	0	0	0	0	0
FBgn0003900	0	0	0	0	0	0	0
FBgn0003916	0	0	0	0	0	0	0
FBgn0003920	0	0	0	0	0	0	0
FBgn0003922	0	2	8	0	0	1	1
FBgn0003923	0	0	0	0	0	0	3
FBgn0003926	15	12	5	4	11	9	10
FBgn0003930	43	0	2	1	32	1	1
FBgn0003931	4	0	0	0	0	1	0
FBgn0003933	0	0	0	0	0	1	0
FBgn0003934	0	0	0	0	0	0	0
FBgn0003935	10	0	0	1	12	0	0
FBgn0003936	0	0	0	0	0	0	0
FBgn0003938	20	0	0	0	9	2	0
FBgn0003941	26603	28850	22407	27609	40771	14595	21810
FBgn0003943	3166	14336	10017	3886	3381	6653	7185
FBgn0003944	1	0	0	1	1	0	0
FBgn0003950	256	278	200	285	351	206	212
FBgn0003961	26	5	5	4	6	2	4
FBgn0003963	4443	4498	3302	3041	5659	2527	2674
FBgn0003964	1424	1690	1136	1289	1934	1005	1118
FBgn0003965	0	0	0	0	0	0	1
FBgn0003969	3310	2708	2252	3254	3360	1715	1888
FBgn0003970	9	4	2	0	3	0	2
FBgn0003975	10	3	4	4	6	2	2
FBgn0003977	1906	2530	1816	1856	2541	1580	1534
FBgn0003978	515	722	522	569	770	473	471
FBgn0003979	1	1	0	0	0	0	4
FBgn0003980	1	1	0	2	1	0	0
FBgn0003983	1	1	3	2	0	1	1
FBgn0003984	48	85	25	29	63	39	42
FBgn0003986	2	2	0	0	3	1	1
FBgn0003996	131	134	109	42	88	44	82
FBgn0003997	164	82	101	46	296	133	106
FBgn0004003	3	0	2	2	3	0	1
FBgn0004009	3	0	2	0	3	0	2
FBgn0004028	12	9	14	7	8	7	9
FBgn0004034	490	343	252	188	376	118	193
FBgn0004045	1	2	2	4	5	0	1
FBgn0004047	40	67	49	33	71	49	50
FBgn0004049	1410	1038	1019	1204	2071	917	818
FBgn0004050	884	1023	778	563	1193	610	621
FBgn0004053+FBgn0000166	7	18	4	7	16	9	7
FBgn0004054	0	0	0	0	0	0	0
FBgn0004055	1994	1572	1217	1861	2211	942	1091
FBgn0004057	842	1151	1029	1305	1152	833	936
FBgn0004066	4365	3907	3460	2338	4492	2407	2788
FBgn0004087	324	268	249	263	297	170	264
FBgn0004101	463	556	372	382	595	327	312
FBgn0004102	5	1	0	1	3	2	0
FBgn0004103	6175	5871	3964	5824	8990	3158	3798
FBgn0004106	957	578	444	764	868	370	398
FBgn0004107	337	322	333	389	439	199	218
FBgn0004108	896	1171	866	522	586	377	449
FBgn0004110	10	7	4	6	2	2	7
FBgn0004117	1	1	0	1	3	0	2
FBgn0004118	44	26	29	55	35	24	24
FBgn0004132	759	761	685	637	1165	456	547
FBgn0004133	1227	1286	1096	1384	2021	968	1060
FBgn0004143	0	0	0	0	0	0	0
FBgn0004145	25351	19381	14245	21592	29649	10570	11766
FBgn0004167	57634	61820	37714	49669	83480	40560	36401
FBgn0004168	2	2	2	0	0	0	3
FBgn0004169	45	35	47	16	39	26	19
FBgn0004170	0	0	0	0	0	0	0
FBgn0004171	2	1	0	1	1	0	1
FBgn0004172	0	0	0	0	0	0	0
FBgn0004173	0	0	0	0	0	0	0
FBgn0004174	0	0	0	0	0	0	0
FBgn0004175	0	0	0	0	0	0	0
FBgn0004177	7480	5957	5250	5552	9594	4217	4307
FBgn0004179	1881	1327	1293	1599	2177	1032	1141
FBgn0004181	0	0	0	0	0	0	0
FBgn0004183	6	1	2	1	0	0	0
FBgn0004185	0	0	0	0	0	0	0
FBgn0004186	0	0	0	0	0	0	0
FBgn0004187	1	0	0	0	0	1	0
FBgn0004188	0	10	19	0	0	15	21
FBgn0004189	0	0	0	0	0	0	0
FBgn0004190	2	3	0	0	0	0	1
FBgn0004191	31	0	0	1	17	1	0
FBgn0004192	1	0	0	0	0	0	0
FBgn0004197	1233	1453	1223	1743	2155	1445	1406
FBgn0004198	4296	4471	3157	3050	7756	3824	3461
FBgn0004227	1387	1328	1024	1480	1914	933	951
FBgn0004228	1	0	0	1	1	2	1
FBgn0004237	5494	6262	5978	5424	7655	4854	4542
FBgn0004240	1	0	0	2	1	0	2
FBgn0004242	15	1	5	0	1	3	0
FBgn0004244	0	0	2	0	0	1	0
FBgn0004359	121	138	93	39	102	58	58
FBgn0004360	8	9	6	3	21	7	3
FBgn0004362	5243	4318	3370	4121	6037	2176	2481
FBgn0004363	8302	8925	7489	8658	9137	4612	5892
FBgn0004364	123	131	98	50	102	63	59
FBgn0004366	1	0	0	0	1	0	0
FBgn0004367	859	969	687	771	863	462	489
FBgn0004368	2352	2786	2246	2279	2604	1462	1451
FBgn0004369	857	670	643	1074	1742	976	928
FBgn0004370	2629	2697	2166	2127	3226	1891	1744
FBgn0004372	2	0	1	0	0	0	0
FBgn0004373	5005	4537	3475	4131	5824	2999	2753
FBgn0004374	954	1193	825	1024	1087	672	778
FBgn0004377	4	2	5	5	6	2	7
FBgn0004378	2481	2428	1817	2145	2953	1418	1543
FBgn0004379	967	923	719	763	1135	504	598
FBgn0004380	835	838	612	751	1025	495	592
FBgn0004381	657	613	500	542	776	343	410
FBgn0004387	2436	2467	2129	2970	3849	2246	2122
FBgn0004389	0	0	0	1	0	0	0
FBgn0004390	3546	3697	2931	2686	3776	1965	1834
FBgn0004391	1606	2099	1560	1616	1986	1178	1236
FBgn0004394	0	2	1	0	1	1	0
FBgn0004395	1135	767	703	928	1506	738	683
FBgn0004396	5554	3630	3072	1447	3394	1386	1128
FBgn0004397	3379	3999	2904	3553	5139	3139	2717
FBgn0004399	4325	4293	3276	3404	5973	3397	2930
FBgn0004400	560	283	220	268	392	156	165
FBgn0004401	8616	9440	6922	6413	10072	5585	5510
FBgn0004403	19726	18056	15314	15870	31990	11258	15162
FBgn0004404	4901	5886	4207	5894	7425	3724	4979
FBgn0004406	785	983	729	732	929	525	555
FBgn0004413	36823	50866	40719	38719	64818	31199	45929
FBgn0004414	1	0	1	0	0	0	1
FBgn0004419	2761	1635	1255	1918	2688	1062	1126
FBgn0004425	2	0	0	0	0	0	1
FBgn0004426	0	0	0	0	0	0	0
FBgn0004427	0	0	0	1	0	0	0
FBgn0004428	0	2	0	0	0	0	0
FBgn0004429	0	0	0	0	0	0	0
FBgn0004430	0	0	0	0	0	0	0
FBgn0004431	5	13	10	6	8	4	4
FBgn0004432	10682	9611	8335	8256	10575	5131	6941
FBgn0004435	2353	1143	1150	1649	1798	893	815
FBgn0004436	2837	1359	1158	2159	4095	1107	1215
FBgn0004449	2718	3017	1895	2496	3842	2013	1852
FBgn0004462	571	486	572	514	782	495	488
FBgn0004463	834	855	565	809	881	424	503
FBgn0004465	714	1019	700	861	913	502	596
FBgn0004507	2689	3364	2643	1111	2353	1063	1226
FBgn0004509	1778	1956	1710	1798	2500	1374	1393
FBgn0004510	700	800	604	717	968	487	551
FBgn0004511	15	25	16	5	22	11	10
FBgn0004512	681	718	652	384	651	377	450
FBgn0004513	2	2	1	1	3	2	2
FBgn0004514	4	0	4	4	4	2	0
FBgn0004516	1	2	2	0	3	1	2
FBgn0004551	9849	9747	7224	11292	13683	6592	7052
FBgn0004552	4	5	7	4	4	3	1
FBgn0004554	0	0	0	0	0	0	1
FBgn0004556	469	393	291	381	705	282	281
FBgn0004567	1	0	1	0	0	2	1
FBgn0004569	385	311	255	329	532	231	218
FBgn0004572	0	0	0	0	0	0	0
FBgn0004573	3	6	3	2	6	1	0
FBgn0004574	3022	4227	2869	3996	4258	2323	2727
FBgn0004575	5	0	1	0	4	0	0
FBgn0004577	4	2	3	3	4	1	2
FBgn0004579	1	0	2	0	1	0	0
FBgn0004580	4	4	3	4	16	0	2
FBgn0004581	11	19	21	20	30	8	7
FBgn0004583	4096	3791	2662	3264	5450	2267	2087
FBgn0004584	2863	2665	2004	1595	2920	1246	1444
FBgn0004587	5281	5799	5746	6040	6936	4605	4762
FBgn0004588	0	0	0	0	0	1	0
FBgn0004589	0	0	0	0	0	0	0
FBgn0004590	0	0	0	0	0	0	0
FBgn0004591	0	0	0	0	0	0	0
FBgn0004592	0	0	0	0	0	0	0
FBgn0004593	0	0	0	0	0	0	0
FBgn0004594	0	0	0	0	0	0	0
FBgn0004595	59	88	62	21	45	38	27
FBgn0004597	411	366	354	282	281	193	175
FBgn0004598	4260	4919	4281	5003	5969	3942	3884
FBgn0004603	3038	2305	1889	2557	3507	1583	1640
FBgn0004606	11979	14587	11903	11744	23521	13593	11507
FBgn0004607	11	15	6	14	21	7	9
FBgn0004611	610	527	476	416	666	459	393
FBgn0004618	4	1	2	2	0	0	1
FBgn0004619	0	2	0	2	2	3	1
FBgn0004620+FBgn0031721	0	0	0	0	1	0	0
FBgn0004622	1	0	0	0	1	0	2
FBgn0004623	7	5	8	2	2	1	2
FBgn0004624	2158	899	777	1752	1886	815	772
FBgn0004625	1919	1572	1392	1436	2505	1263	1167
FBgn0004629	1837	1458	1561	1226	2028	1037	1462
FBgn0004635	828	638	579	828	1317	711	551
FBgn0004636	8109	6785	4914	5035	9819	3643	3940
FBgn0004638	3073	1526	1399	2261	3014	1294	1309
FBgn0004643	1560	1861	1379	1302	1572	867	1025
FBgn0004644+FBgn0051457	226	217	234	157	241	144	166
FBgn0004646	104	84	63	24	81	32	51
FBgn0004647	5344	6086	4406	5265	7402	4250	4284
FBgn0004648	1815	1665	1227	1657	2073	982	1012
FBgn0004649	1	6	1	1	2	0	0
FBgn0004650	126	115	100	156	317	113	132
FBgn0004652	1771	1718	1563	1941	3924	2342	1992
FBgn0004654	2108	2809	2193	2324	2670	1607	1848
FBgn0004655	2142	2651	1698	2139	3247	1735	1622
FBgn0004656	9642	9680	7013	6078	13867	8075	6843
FBgn0004657	8138	7693	6012	9002	11757	5421	5517
FBgn0004666	0	1	0	0	1	0	0
FBgn0004687	3177	2490	1670	2647	4448	1677	1962
FBgn0004698	4358	3387	2711	3132	4476	2166	2204
FBgn0004777	0	0	0	0	0	0	0
FBgn0004778	0	0	0	0	0	0	0
FBgn0004779	0	0	0	0	0	0	0
FBgn0004780	0	0	0	0	0	0	0
FBgn0004781	0	0	0	0	0	0	0
FBgn0004782	0	0	0	0	0	0	0
FBgn0004783	0	0	0	0	0	0	0
FBgn0004784	2	0	0	0	0	0	0
FBgn0004795	3	9	5	2	3	3	1
FBgn0004797	281	178	127	295	416	246	228
FBgn0004811	940	870	797	875	1232	590	668
FBgn0004828	8574	9265	8238	8278	10113	5671	6742
FBgn0004832	300	372	252	284	392	189	225
FBgn0004834	3039	1988	1494	1596	2890	1292	1177
FBgn0004837	470	367	325	454	603	271	306
FBgn0004838	12737	11676	8486	8893	18327	8384	7639
FBgn0004839	4	2	9	6	36	7	10
FBgn0004841	0	0	1	0	0	0	0
FBgn0004842	0	0	0	0	0	0	0
FBgn0004852	137	176	137	194	177	174	153
FBgn0004854	0	1	0	0	0	2	0
FBgn0004855	443	487	378	474	623	213	292
FBgn0004856	1518	1794	1320	1210	1807	1000	1212
FBgn0004858	39	38	29	38	82	45	33
FBgn0004859	360	162	140	411	465	121	120
FBgn0004860	411	680	488	435	575	371	363
FBgn0004861	452	632	478	560	784	515	384
FBgn0004862	0	0	0	0	0	0	0
FBgn0004863	0	2	1	0	1	0	0
FBgn0004864	1400	1545	1212	1525	2027	1090	1055
FBgn0004865	32	47	40	70	66	54	62
FBgn0004867	31643	56302	39428	39566	44099	26279	38345
FBgn0004868	3627	3991	3215	3719	5285	2848	3247
FBgn0004870	153	147	96	57	125	63	47
FBgn0004872	2007	1383	985	1193	1518	739	688
FBgn0004873	5786	4841	3895	4722	7415	3873	3663
FBgn0004875	3897	4426	3580	3304	6094	3389	2754
FBgn0004876	1588	1646	1158	1073	1853	1005	858
FBgn0004878	7	2	3	3	4	4	3
FBgn0004880	0	2	1	0	0	0	0
FBgn0004882	49	50	32	64	82	49	38
FBgn0004885	12	6	8	5	15	9	5
FBgn0004888	2891	3428	3006	2825	3288	2051	2550
FBgn0004889	2919	2165	1607	2214	3050	1282	1340
FBgn0004892	0	0	0	0	0	0	0
FBgn0004893	415	389	313	578	863	472	453
FBgn0004895	0	0	1	0	1	0	0
FBgn0004896	11	5	2	6	15	8	5
FBgn0004897	0	0	0	0	0	0	0
FBgn0004898	0	0	0	0	0	0	0
FBgn0004901	919	1080	628	810	1338	536	666
FBgn0004903	1180	889	918	1108	1232	697	726
FBgn0004907	13959	7739	7975	11689	17105	6502	8008
FBgn0004908	291	160	126	206	302	109	118
FBgn0004910	4	0	2	2	2	2	2
FBgn0004911	0	0	0	1	0	0	0
FBgn0004913	2237	1840	1400	1971	2801	1302	1317
FBgn0004914	1312	1301	1218	1285	1854	1198	1074
FBgn0004915	732	786	639	703	876	366	553
FBgn0004919	167	153	93	68	190	60	73
FBgn0004921	2816	2267	1592	2642	3794	1366	1623
FBgn0004922+FBgn0053222+FBgn0082924	46520	62307	54433	62816	73727	42159	57414
FBgn0004924	4421	4228	3583	3833	6334	2945	3041
FBgn0004925	3991	5146	4029	4029	5529	2768	3505
FBgn0004926	5242	4808	4389	4494	6219	2772	3479
FBgn0004956	0	0	0	0	0	0	1
FBgn0004957	351	420	278	326	371	193	211
FBgn0004959	2	3	3	1	1	1	0
FBgn0005198	1063	1319	1000	1082	1405	869	810
FBgn0005278	4129	2919	2945	3477	4681	1988	2301
FBgn0005322	1240	1101	836	1120	1723	692	811
FBgn0005355	925	1036	669	792	868	425	558
FBgn0005386	1019	877	578	854	1540	651	621
FBgn0005390	29	2	0	1	0	0	0
FBgn0005391	2	8	1	1	2	4	0
FBgn0005410	2669	2193	1741	2229	3199	1652	1598
FBgn0005411	1804	1781	1432	1455	2341	988	1222
FBgn0005427	701	563	451	415	670	330	317
FBgn0005511	0	0	0	0	0	1	0
FBgn0005533	17986	17389	19643	24574	26225	14522	19189
FBgn0005536	5240	5139	4702	5464	6964	4266	3945
FBgn0005558	17	35	19	9	20	16	19
FBgn0005561	9	7	4	7	14	7	4
FBgn0005563	847	516	404	518	907	351	351
FBgn0005564	9	3	3	3	10	6	10
FBgn0005585	29214	29213	25624	21651	32361	15353	19811
FBgn0005586	6	4	3	6	13	7	4
FBgn0005590	1	0	0	1	0	0	1
FBgn0005592+FBgn0013563	424	347	327	392	471	234	307
FBgn0005593	27455	31908	27646	40635	55716	30612	40396
FBgn0005596	1099	1320	1056	972	1563	939	859
FBgn0005612	915	947	743	677	1271	557	576
FBgn0005613	9	14	2	6	15	3	7
FBgn0005614	83	72	65	31	121	91	75
FBgn0005616	1252	1165	770	1040	1445	642	692
FBgn0005617	1684	1479	953	1362	2664	976	1029
FBgn0005619	12	11	20	14	29	13	19
FBgn0005624	1313	1068	877	973	1849	874	733
FBgn0005626	5	2	1	8	8	7	5
FBgn0005629	197	109	93	170	191	125	126
FBgn0005630	15229	14468	11568	10399	20186	10235	9254
FBgn0005631	2727	2425	2071	2110	3207	1732	1478
FBgn0005632	10760	10779	7959	9680	14078	7641	6898
FBgn0005633	0	0	0	0	0	1	1
FBgn0005634	28461	27232	20839	22759	32575	16331	15971
FBgn0005636	311	399	332	293	670	547	453
FBgn0005638	3	5	2	4	7	4	1
FBgn0005640	2762	2409	2676	1572	2192	1475	1234
FBgn0005642	1027	1244	889	924	1633	770	810
FBgn0005648	2147	1441	1365	1438	3035	1124	1179
FBgn0005649	3386	3249	2521	2475	3849	1961	1925
FBgn0005655	2894	3622	2602	2968	3424	1486	1933
FBgn0005658	0	4	0	0	0	0	0
FBgn0005659	2	1	2	1	1	0	0
FBgn0005660	221	270	204	105	115	85	94
FBgn0005664	0	0	0	0	1	1	0
FBgn0005666	717	374	281	555	576	194	176
FBgn0005670	107	131	91	100	145	93	110
FBgn0005671	5397	6343	4918	5976	6994	3616	4007
FBgn0005672	5989	5165	3985	4938	8257	3336	3644
FBgn0005674	5895	6103	4132	5549	7661	3658	3730
FBgn0005677	5	11	9	3	4	9	3
FBgn0005683	369	351	298	299	511	207	239
FBgn0005694	916	956	747	1036	1489	788	742
FBgn0005695	331	330	245	276	375	185	191
FBgn0005696	713	971	584	766	1146	488	630
FBgn0005771	17	15	11	17	26	21	14
FBgn0005775	2	2	1	3	1	0	1
FBgn0005777	2260	1742	1598	1960	2857	1205	1450
FBgn0005778	0	0	0	0	1	0	0
FBgn0005779	0	0	0	0	1	0	0
FBgn0008635	5835	8463	6764	7280	8087	5068	5593
FBgn0008636	0	0	0	0	0	0	0
FBgn0008646	0	0	0	0	0	1	1
FBgn0008649	482	423	320	252	423	166	189
FBgn0008651	0	0	0	0	0	0	0
FBgn0008654	1509	1325	909	1312	2297	992	881
FBgn0010014	10	2	2	4	4	4	2
FBgn0010015	38	32	37	14	73	51	33
FBgn0010019	0	1	0	1	0	0	0
FBgn0010038	73	64	52	68	67	40	41
FBgn0010039	1197	867	645	786	1163	353	591
FBgn0010040	8	7	4	10	16	9	5
FBgn0010041	152	117	97	75	156	43	66
FBgn0010042	14	3	8	6	11	2	3
FBgn0010043	143	104	63	92	174	75	105
FBgn0010044	14	7	4	3	10	2	2
FBgn0010051	3047	3478	2279	2859	4256	2269	2190
FBgn0010052	26	27	19	20	39	11	16
FBgn0010053	231	148	164	195	358	148	235
FBgn0010078	33065	29774	33282	30336	52760	25430	30784
FBgn0010083	1032	1294	716	906	1238	594	655
FBgn0010097	158	192	209	98	107	61	76
FBgn0010100	5409	6662	5287	6619	8461	4254	5066
FBgn0010105	4	2	6	4	6	2	4
FBgn0010109	2	1	2	0	3	0	6
FBgn0010110	4617	5118	3354	3821	6120	3109	2940
FBgn0010113	5378	5112	4123	2997	7330	4031	3273
FBgn0010114	6	3	4	3	4	5	4
FBgn0010173	4320	4045	3243	3485	5101	2431	2632
FBgn0010194	1698	1581	1035	1108	1681	662	769
FBgn0010197	2	0	0	0	1	0	0
FBgn0010198	50170	53699	39910	50160	58155	27836	39327
FBgn0010213	1393	1585	1118	1226	1490	796	999
FBgn0010215	3944	1832	1508	3078	3730	1497	1327
FBgn0010217	9975	8900	7551	11497	9299	5330	7220
FBgn0010218	1	1	0	3	1	1	0
FBgn0010220	854	741	670	734	1094	623	648
FBgn0010222	442	532	510	730	905	527	609
FBgn0010223	36	36	30	114	139	71	83
FBgn0010225	15238	12891	10687	17456	26687	12020	14234
FBgn0010226	212	248	228	184	252	131	193
FBgn0010228	2850	2039	1597	1459	2627	1157	1083
FBgn0010235	3418	3010	2635	3310	4814	2255	2485
FBgn0010238	2763	2926	2704	2036	3243	1754	1728
FBgn0010240	146	148	87	132	166	43	74
FBgn0010241	8	9	11	10	10	9	2
FBgn0010246	7020	7488	6095	9763	11081	5887	6320
FBgn0010247	0	0	0	0	0	0	0
FBgn0010256	4775	3892	2987	3792	6494	2882	3217
FBgn0010258	12	13	9	9	10	4	7
FBgn0010263	12	18	12	8	15	13	15
FBgn0010265	35453	34512	31992	39788	62541	22035	33829
FBgn0010269	409	457	396	312	531	299	303
FBgn0010278	5024	5269	3976	3696	6382	2760	3205
FBgn0010280	4085	4611	4225	4145	6597	3914	3768
FBgn0010282	1870	1759	1542	1259	2223	952	1224
FBgn0010287	203	265	179	256	248	142	191
FBgn0010288	2102	1450	1654	1748	2290	1148	1522
FBgn0010292	658	749	643	901	984	503	626
FBgn0010294	0	0	0	0	0	0	0
FBgn0010295	0	0	0	0	0	0	0
FBgn0010296	0	0	0	0	0	0	0
FBgn0010300	4780	5452	3625	5410	8058	4155	3881
FBgn0010303	6221	6811	5478	5123	8294	4902	4774
FBgn0010309	445	568	474	450	466	339	360
FBgn0010313	73	59	41	27	61	44	26
FBgn0010314	649	458	376	382	431	202	226
FBgn0010315	1041	766	689	874	1190	561	563
FBgn0010316	543	386	279	686	1158	437	393
FBgn0010317	5	3	9	13	4	3	5
FBgn0010323	0	0	0	1	0	0	2
FBgn0010328	7516	8738	6449	7934	10769	6243	6096
FBgn0010329	55	62	44	31	54	40	31
FBgn0010333	4057	3539	2536	3114	5292	1902	2161
FBgn0010339	987	1064	846	939	1105	510	690
FBgn0010340	184	130	91	188	246	109	94
FBgn0010341	7359	7077	5695	6978	11109	4125	4935
FBgn0010342	1120	1138	871	1002	1394	656	664
FBgn0010348	7020	4213	4622	5835	7713	3296	4200
FBgn0010350	1107	754	643	999	1288	619	732
FBgn0010352	4052	4663	3997	4441	5261	3284	3304
FBgn0010355	2548	2703	2056	2347	3244	1878	1916
FBgn0010356	568	578	402	587	672	304	333
FBgn0010357	0	0	0	0	0	0	0
FBgn0010358	0	0	0	0	0	0	1
FBgn0010359	0	0	0	0	0	0	0
FBgn0010379	2659	2313	1922	2392	4060	1958	1904
FBgn0010380	3473	4940	3369	4020	4811	2763	2984
FBgn0010381	14	15	9	16	8	5	7
FBgn0010382	1121	1213	887	1351	2176	1243	1134
